# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
25/08/2026 10:30:10,Class A,999100005,54.588190,11.359609,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:30:10,Class A,999100006,54.580500,11.321032,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:30:10,Class A,999100007,54.592278,11.270982,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:30:10,Class A,999100008,54.583876,11.330124,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:30:10,Class A,999100009,54.615017,11.150837,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:30:10,Class A,999100010,54.621979,11.528979,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:30:10,Class A,999100011,54.630187,11.175087,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:30:10,Class A,999100012,54.617614,11.499757,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:30:10,Class A,999100013,54.635239,11.209850,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:30:10,Class A,999100014,54.489196,11.304952,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:30:10,Class A,999100015,54.474812,11.379111,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:30:10,Class A,999100016,54.482161,11.240762,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:30:20,Class A,999100001,54.575429,11.281833,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:30:20,Class A,999100002,54.597599,11.343370,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:30:20,Class A,999100003,54.566295,11.313477,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:30:20,Class A,999100004,54.603554,11.294331,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:30:20,Class A,999100005,54.588380,11.359218,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:30:20,Class A,999100006,54.580500,11.321064,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:30:20,Class A,999100007,54.592555,11.271964,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:30:20,Class A,999100008,54.583752,11.330247,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:30:20,Class A,999100009,54.615034,11.151675,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:30:20,Class A,999100010,54.621959,11.527958,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:30:20,Class A,999100011,54.630375,11.175174,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:30:20,Class A,999100012,54.617227,11.499514,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:30:20,Class A,999100013,54.635478,11.209700,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:30:20,Class A,999100014,54.488393,11.304903,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:30:20,Class A,999100015,54.474624,11.378221,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:30:20,Class A,999100016,54.482322,11.241525,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:30:30,Class A,999100001,54.575644,11.282750,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:30:30,Class A,999100002,54.597399,11.342555,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:30:30,Class A,999100003,54.566442,11.314216,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:30:30,Class A,999100004,54.602831,11.293996,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:30:30,Class A,999100005,54.588570,11.358827,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:30:30,Class A,999100006,54.580500,11.321096,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:30:30,Class A,999100007,54.592833,11.272946,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:30:30,Class A,999100008,54.583628,11.330371,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:30:30,Class A,999100009,54.615051,11.152512,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:30:30,Class A,999100010,54.621938,11.526937,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:30:30,Class A,999100011,54.630562,11.175260,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:30:30,Class A,999100012,54.616841,11.499271,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:30:30,Class A,999100013,54.635717,11.209549,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:30:30,Class A,999100014,54.487589,11.304855,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:30:30,Class A,999100015,54.474436,11.377332,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:30:30,Class A,999100016,54.482484,11.242287,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:30:40,Class A,999100001,54.575859,11.283667,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:30:40,Class A,999100002,54.597198,11.341740,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:30:40,Class A,999100003,54.566590,11.314954,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:30:40,Class A,999100004,54.602107,11.293662,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:30:40,Class A,999100005,54.588760,11.358436,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:30:40,Class A,999100006,54.580500,11.321128,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:30:40,Class A,999100007,54.593110,11.273929,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:30:40,Class A,999100008,54.583504,11.330494,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:30:40,Class A,999100009,54.615068,11.153350,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:30:40,Class A,999100010,54.621917,11.525916,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:30:40,Class A,999100011,54.630750,11.175347,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:30:40,Class A,999100012,54.616454,11.499028,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:30:40,Class A,999100013,54.635955,11.209399,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:30:40,Class A,999100014,54.486786,11.304807,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:30:40,Class A,999100015,54.474248,11.376443,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:30:40,Class A,999100016,54.482645,11.243050,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:30:50,Class A,999100001,54.576073,11.284583,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:30:50,Class A,999100002,54.596998,11.340925,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:30:50,Class A,999100003,54.566737,11.315693,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:30:50,Class A,999100004,54.601384,11.293327,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:30:50,Class A,999100005,54.588951,11.358045,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:30:50,Class A,999100006,54.580500,11.321159,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:30:50,Class A,999100007,54.593388,11.274911,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:30:50,Class A,999100008,54.583380,11.330618,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:30:50,Class A,999100009,54.615085,11.154187,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:30:50,Class A,999100010,54.621897,11.524895,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:30:50,Class A,999100011,54.630937,11.175434,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:30:50,Class A,999100012,54.616068,11.498785,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:30:50,Class A,999100013,54.636194,11.209249,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:30:50,Class A,999100014,54.485982,11.304758,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:30:50,Class A,999100015,54.474060,11.375553,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:30:50,Class A,999100016,54.482806,11.243812,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:31:00,Class A,999100001,54.576288,11.285500,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:31:00,Class A,999100002,54.596797,11.340110,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:31:00,Class A,999100003,54.566885,11.316432,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:31:00,Class A,999100004,54.600661,11.292993,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:31:00,Class A,999100005,54.589141,11.357654,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:31:00,Class A,999100006,54.580500,11.321191,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:31:00,Class A,999100007,54.593665,11.275893,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:31:00,Class A,999100008,54.583256,11.330742,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:31:00,Class A,999100009,54.615102,11.155025,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:31:00,Class A,999100010,54.621876,11.523874,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:31:00,Class A,999100011,54.631125,11.175521,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:31:00,Class A,999100012,54.615681,11.498542,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:31:00,Class A,999100013,54.636433,11.209099,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:31:00,Class A,999100014,54.485178,11.304710,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:31:00,Class A,999100015,54.473871,11.374664,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:31:00,Class A,999100016,54.482967,11.244575,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:31:10,Class A,999100001,54.576503,11.286417,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:31:10,Class A,999100002,54.596597,11.339294,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
